treatment	OTU	Phylum	Class	Order	Family	Genus	Maximum log2 fold change	C source bioavailability	C assimilation Latency
Palmitic Acid Day 30	OTU.1488	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	uncultured	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.1501	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium	4.76466559443064	36	0.168236118310606
Palmitic Acid Day 30	OTU.1547	Verrucomicrobia	OPB35_soil_group	uncultured_bacterium	NA	NA	4.15447922376724	34	0.762140052046897
Palmitic Acid Day 30	OTU.1548	Actinobacteria	Frankiales	Sporichthyaceae	Sporichthya	NA	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.155	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	8.32599462115143	41.4	0.984287943058357
Palmitic Acid Day 30	OTU.156	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	uncultured	2.37945047231459	39.6666666666667	1.49993655677675
Palmitic Acid Day 30	OTU.1588	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	NA	0	36	0.930376170357503
Palmitic Acid Day 30	OTU.1607	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dokdonella	4.28627558797417	36	0.930376170357503
Palmitic Acid Day 30	OTU.1634	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	0	36	0.930376170357503
Palmitic Acid Day 30	OTU.1635	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	5.03810958359247	34	0.762140052046897
Palmitic Acid Day 30	OTU.1640	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured	2.68797905267572	34	0.762140052046897
Palmitic Acid Day 30	OTU.1652	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured	3.25088031062351	36	0.168236118310606
Palmitic Acid Day 30	OTU.1660	Verrucomicrobia	Spartobacteria	Chthoniobacterales	FukuN18_freshwater_group	uncultured_bacterium	4.9968585481243	36	0.549306144334055
Palmitic Acid Day 30	OTU.1671	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	3.58997700679552	36	0.930376170357503
Palmitic Acid Day 30	OTU.1686	Actinobacteria	Acidimicrobiia	Acidimicrobiales	uncultured	uncultured_bacterium	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.17	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	2.88526106146236	36	-0.255412811882995
Palmitic Acid Day 30	OTU.1702	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	3.43117515575927	38	0.394590032336139
Palmitic Acid Day 30	OTU.1722	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystineae	Haliangiaceae	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.1733	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Woodsholea	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.175	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	3.77263045619139	36	1.16537798498037
Palmitic Acid Day 30	OTU.1761	Proteobacteria	Deltaproteobacteria	Myxococcales	0319-6G20	uncultured_bacterium	3.36777183353614	36	0.930376170357503
Palmitic Acid Day 30	OTU.1762	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flexibacter	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.1783	Proteobacteria	Alphaproteobacteria	DB1-14	uncultured_bacterium	NA	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.1788	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.179	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	6.31567457859371	42	1.11073483672507
Palmitic Acid Day 30	OTU.180	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Haloferula	4.97336629211229	42.4	1.51209940898141
Palmitic Acid Day 30	OTU.181	Bacteroidetes	Cytophagia	Cytophagales	NA	NA	3.14739618707745	42	1.23484053675743
Palmitic Acid Day 30	OTU.1823	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	2.41896011425009	34	0.762140052046897
Palmitic Acid Day 30	OTU.1829	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	NA	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.1835	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.184	Chloroflexi	Thermomicrobia	JG30-KF-CM45	uncultured_bacterium	NA	3.45355114212369	41.25	1.42089494183467
Palmitic Acid Day 30	OTU.1843	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.1856	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	NA	2.10940819897895	34	0.762140052046897
Palmitic Acid Day 30	OTU.186	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	NA	5.37598525664728	36	0.549306144334055
Palmitic Acid Day 30	OTU.193	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	7.09815083561699	39.6666666666667	0.99184318874549
Palmitic Acid Day 30	OTU.1933	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.194	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS_17	uncultured_bacterium	4.66425194670736	36	0.930376170357503
Palmitic Acid Day 30	OTU.197	Verrucomicrobia	OPB35_soil_group	uncultured_bacterium	NA	NA	2.5710002802854	41.25	1.53435461493277
Palmitic Acid Day 30	OTU.1971	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	5.60647187509051	34	0.762140052046897
Palmitic Acid Day 30	OTU.198	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangium	NA	1.06507977042718	39.6666666666667	0.709410568616422
Palmitic Acid Day 30	OTU.1986	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	NA	2.10940819897895	40	1.97009694119742
Palmitic Acid Day 30	OTU.199	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	6.08811695561046	42	0.850299345415539
Palmitic Acid Day 30	OTU.201	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured	4.675020691458	39.3333333333333	0.760794128558842
Palmitic Acid Day 30	OTU.203	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	4.8712464331099	41.4	0.368109926679497
Palmitic Acid Day 30	OTU.2073	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.208	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	2.21254861664388	41	1.74617908002957
Palmitic Acid Day 30	OTU.211	Chloroflexi	Thermomicrobia	JG30-KF-CM45	uncultured_bacterium	NA	1.42496753923263	36	0.930376170357503
Palmitic Acid Day 30	OTU.2112	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula	4.51557164069487	34	0.762140052046897
Palmitic Acid Day 30	OTU.2125	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula	3.95751691172088	36	1.16537798498037
Palmitic Acid Day 30	OTU.214	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Iamia	1.68804962302359	43	1.71142454100154
Palmitic Acid Day 30	OTU.2187	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	10.2538894125297	41.4	0.984287943058357
Palmitic Acid Day 30	OTU.2249	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	0	40	1.97009694119742
Palmitic Acid Day 30	OTU.2251	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	2.52455736138781	34	0.762140052046897
Palmitic Acid Day 30	OTU.226	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	6.23132198676509	36	0.930376170357503
Palmitic Acid Day 30	OTU.227	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS_17	uncultured_bacterium	4.88825121285886	34	0.762140052046897
Palmitic Acid Day 30	OTU.2316	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	NA	2.2863006210731	42.3333333333333	2.1930837373367
Palmitic Acid Day 30	OTU.235	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	4.02324618879491	36	0.549306144334055
Palmitic Acid Day 30	OTU.2367	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinocorallia	NA	3.03322876243737	34	0.762140052046897
Palmitic Acid Day 30	OTU.2373	Armatimonadetes	uncultured_bacterium	NA	NA	NA	3.34499612280442	34	0.762140052046897
Palmitic Acid Day 30	OTU.2396	Verrucomicrobia	Candidatus_Methylacidiphilum	uncultured_Verrucomicrobia_bacterium	NA	NA	3.13348429665761	36	0.930376170357503
Palmitic Acid Day 30	OTU.2423	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.243	Chlorobi	Chlorobia	Chlorobiales	OPB56	uncultured_bacterium	6.73383946629307	39.3333333333333	1.67960205702098
Palmitic Acid Day 30	OTU.2445	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flexibacter	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.2527	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.259	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	0	39.3333333333333	1.42555537300535
Palmitic Acid Day 30	OTU.2703	Planctomycetes	Phycisphaerae	WD2101_soil_group	uncultured_bacterium	NA	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.2711	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	0	42.1666666666667	0.772292940473334
Palmitic Acid Day 30	OTU.272	Armatimonadetes	uncultured_bacterium	NA	NA	NA	5.77429761818471	39.3333333333333	1.26888749659011
Palmitic Acid Day 30	OTU.2737	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	uncultured_bacterium	0	39.5	0.381070026023448
Palmitic Acid Day 30	OTU.2761	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	NA	0	36	0.930376170357503
Palmitic Acid Day 30	OTU.2780	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.2806	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NS11-12_marine_group	uncultured_bacterium	4.43015901476325	34	0.762140052046897
Palmitic Acid Day 30	OTU.2807	Actinobacteria	Thermoleophilia	Solirubrobacterales	Patulibacteraceae	Patulibacter	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.287	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	uncultured	1.68802139426237	39.3333333333333	1.67960205702098
Palmitic Acid Day 30	OTU.2945	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	10.6859481600339	40.25	0.743882391559118
Palmitic Acid Day 30	OTU.2960	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	Sandaracinaceae	3.24566694099046	36	0.930376170357503
Palmitic Acid Day 30	OTU.298	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	6.48046089022734	40	1.35402510055111
Palmitic Acid Day 30	OTU.3008	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium	0	40	1.97009694119742
Palmitic Acid Day 30	OTU.3012	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	4.3849459767712	34	0.762140052046897
Palmitic Acid Day 30	OTU.3023	Chloroflexi	AKIW781	uncultured_Chloroflexi_bacterium	NA	NA	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.305	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	uncultured	3.50868589013989	40.5	1.31952866480763
Palmitic Acid Day 30	OTU.306	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	4.09176295159831	42.1666666666667	1.28577462078905
Palmitic Acid Day 30	OTU.3079	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	3.05788607587207	34	0.762140052046897
Palmitic Acid Day 30	OTU.3083	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	5.98916243752624	34	0.762140052046897
Palmitic Acid Day 30	OTU.3101	Verrucomicrobia	Spartobacteria	Chthoniobacterales	01D2Z36	uncultured_Verrucomicrobia_bacterium	5.31154971000752	36	0.549306144334055
Palmitic Acid Day 30	OTU.3106	Proteobacteria	Deltaproteobacteria	Myxococcales	0319-6G20	NA	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.314	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	6.47054905131963	36	0.168236118310606
Palmitic Acid Day 30	OTU.3205	Actinobacteria	Acidimicrobiia	Acidimicrobiales	NA	NA	0.920223449728138	41.25	1.42089494183467
Palmitic Acid Day 30	OTU.3269	Cyanobacteria	SM1D11	uncultured_bacterium	NA	NA	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.330	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	1.50521668886714	36	0.930376170357503
Palmitic Acid Day 30	OTU.3313	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	NA	4.05223836297197	34	0
Palmitic Acid Day 30	OTU.3321	Actinobacteria	Frankiales	Cryptosporangiaceae	NA	NA	3.64869585397027	34	0.762140052046897
Palmitic Acid Day 30	OTU.3333	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	uncultured	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.3401	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	7.3017884948045	40	0.376019349194068
Palmitic Acid Day 30	OTU.341	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Paucimonas	1.1710795225	42	0.947263294556447
Palmitic Acid Day 30	OTU.3438	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.350	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystineae	Nannocystaceae	0.00605187428894256	39.5	0.727643616303421
Palmitic Acid Day 30	OTU.3504	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured	3.72631584027834	39.3333333333333	1.26888749659011
Palmitic Acid Day 30	OTU.353	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	NA	NA	0.827111995693277	39.3333333333333	0.247312448243126
Palmitic Acid Day 30	OTU.355	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadaceae	NA	4.96592798568891	39.3333333333333	0.760794128558842
Palmitic Acid Day 30	OTU.3594	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.365	Verrucomicrobia	Spartobacteria	Chthoniobacterales	FukuN18_freshwater_group	NA	6.32559551752529	38	0.394590032336139
Palmitic Acid Day 30	OTU.37	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	2.48563741494578	42.6666666666667	0.380397064279421
Palmitic Acid Day 30	OTU.3718	Verrucomicrobia	Spartobacteria	Chthoniobacterales	01D2Z36	uncultured_Verrucomicrobia_bacterium	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.3719	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	uncultured	0	43.25	1.53543128331894
Palmitic Acid Day 30	OTU.3759	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Ferruginibacter	2.0900909162661	36	0.930376170357503
Palmitic Acid Day 30	OTU.379	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	5.44754814339064	40.75	1.10254937791014
Palmitic Acid Day 30	OTU.3811	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	2.10940819897895	42.2	1.67832599368818
Palmitic Acid Day 30	OTU.3812	Chloroflexi	AKIW781	uncultured_Chloroflexi_bacterium	NA	NA	2.44734298568254	36	1.16537798498037
Palmitic Acid Day 30	OTU.384	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	5.64841574904228	36	0.549306144334055
Palmitic Acid Day 30	OTU.388	Bacteroidetes	Flavobacteria	Flavobacteriales	Cryomorphaceae	Fluviicola	4.90564568088176	39.3333333333333	1.83626993343623
Palmitic Acid Day 30	OTU.395	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured	1.02666286367967	36	0.930376170357503
Palmitic Acid Day 30	OTU.407	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	3.21159104964139	42.1666666666667	0.746601160502124
Palmitic Acid Day 30	OTU.411	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	NA	5.82912280457085	34	0
Palmitic Acid Day 30	OTU.4110	Planctomycetes	Phycisphaerae	WD2101_soil_group	uncultured_bacterium	NA	2.50510161733482	36	0.930376170357503
Palmitic Acid Day 30	OTU.4130	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	3.48947804762242	39.3333333333333	0.478361508429774
Palmitic Acid Day 30	OTU.416	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	Polyangiaceae	1.10947440346424	41.4	0.984287943058357
Palmitic Acid Day 30	OTU.42	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	0	43.1428571428571	0.565830452799654
Palmitic Acid Day 30	OTU.427	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS_17	uncultured_Bacteroidetes_bacterium	2.68795249813277	39.3333333333333	1.83626993343623
Palmitic Acid Day 30	OTU.428	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	NA	3.66944808562776	36	0.549306144334055
Palmitic Acid Day 30	OTU.440	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	4.22490700700418	34	0.762140052046897
Palmitic Acid Day 30	OTU.446	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	Polyangiaceae	5.02609003404835	39.3333333333333	1.52293418060574
Palmitic Acid Day 30	OTU.4474	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Candidatus_Microthrix	uncultured_Firmicutes_bacterium	4.1515037898985	34	0.762140052046897
Palmitic Acid Day 30	OTU.4550	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	5.40852617522568	36	0.930376170357503
Palmitic Acid Day 30	OTU.4589	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	3.31822583867826	39.6666666666667	0.99184318874549
Palmitic Acid Day 30	OTU.469	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured	4.62348361242611	36	0.168236118310606
Palmitic Acid Day 30	OTU.478	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Pseudospirillum	4.49011586258546	40	1.35402510055111
Palmitic Acid Day 30	OTU.4783	Gemmatimonadetes	AT425-EubC11_terrestrial_group	uncultured_bacterium	NA	NA	0	34	0.762140052046897
Palmitic Acid Day 30	OTU.4785	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	5.2373051153945	36	0.168236118310606
Palmitic Acid Day 30	OTU.48	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	9.67687475123211	38	0.112157412207071
Palmitic Acid Day 30	OTU.480	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NS11-12_marine_group	uncultured_Bacteroidetes_bacterium	5.50617607268703	36	0.930376170357503
Palmitic Acid Day 30	OTU.49	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	7.74179970246572	41.25	1.23035992882295
Palmitic Acid Day 30	OTU.4920	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	uncultured	4.64400167263961	39.6666666666667	1.24588987276112
Palmitic Acid Day 30	OTU.495	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	1.22858230524332	36	1.16537798498037
Palmitic Acid Day 30	OTU.4973	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	4.92904575945385	34	0.762140052046897
Palmitic Acid Day 30	OTU.5113	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4_lineage	3.28389612860448	34	0.762140052046897
Palmitic Acid Day 30	OTU.515	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	0	42.4	0.456476477135305
Palmitic Acid Day 30	OTU.517	Actinobacteria	Acidimicrobiia	Acidimicrobiales	NA	NA	1.91043698632748	39.6666666666667	1.24588987276112
Palmitic Acid Day 30	OTU.524	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	5.4958281877717	40.25	0.955706856655919
Palmitic Acid Day 30	OTU.528	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Iamia	1.42502229840559	41.25	1.42089494183467
Palmitic Acid Day 30	OTU.529	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystineae	Nannocystaceae	5.32261137613484	40	1.73509512657455
Palmitic Acid Day 30	OTU.5346	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	Polyangiaceae	4.3394608506623	34	0.762140052046897
Palmitic Acid Day 30	OTU.5365	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	NA	NA	4.5484330900409	34	0.762140052046897
Palmitic Acid Day 30	OTU.537	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Sporocytophaga	4.09812277229173	34	0.762140052046897
Palmitic Acid Day 30	OTU.539	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	2.68203571108368	36	0.930376170357503
Palmitic Acid Day 30	OTU.54	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	4.05728229055448	41.5	1.19182225886613
Palmitic Acid Day 30	OTU.55	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	6.22630242307682	36	0.168236118310606
